start,cum_s,br_s,alpha_s,beta_s,cum_h,br_h,alpha_h,beta_h,cum_g,br_g,alpha_g,beta_g
2009-07-03,0.16108044465500826,False,0.08741967213379433,1.0874429559995338,0.1573737873503709,False,0.08399426840499462,1.0504751039721736,0.09743612706349869,False,0.03632977754537715,0.5736327401628945
2010-01-03,0.09612748103384883,False,0.03324210868426631,1.0341223526399823,0.09477663834054106,False,0.03185693796912416,0.9875620969343623,0.07850133723822239,False,0.023923490294259993,0.49163001732353534
2010-07-03,0.25236995448280153,False,0.061510686706533695,0.5646982140309471,0.25563600767284855,False,0.12884174766376397,0.30711355666919893,0.25563600767284855,False,0.12884174766376397,0.30711355666919893
2011-01-03,-0.059637787990888036,False,0.0017703061360523826,0.7024902443833515,0.10585184430019035,False,0.10065039041511384,0.11529635411465176,0.10585184430019035,False,0.10065039041511384,0.11529635411465176
2011-07-03,-0.16247616314933966,True,-0.012042427671808402,1.1111031995633804,-0.15166695861433122,True,-0.012493909062792964,1.0522607375639883,-0.06311076426462903,False,-0.009679797597523838,0.566728663988702
2012-01-03,0.04240820668113532,False,0.01763172411140959,-0.03019379114961214,0.042577474822391714,False,0.020808469227308696,-0.055376496769270346,0.042577474822391714,False,0.020808469227308696,-0.055376496769270346
2012-07-03,-0.08156948365556316,False,-0.11409376297166325,0.0027807152527873358,-0.09008891905416416,False,-0.15962482710868037,0.2713644625770505,-0.09008891905416416,False,-0.15962482710868037,0.2713644625770505
2013-01-03,0.1000952422770931,False,-0.07251350493253081,0.980923097389989,0.0879383992789271,False,-0.0699172904922095,0.8743876195015571,0.06157656519998467,False,-0.0825194370813379,0.7847589433523197
2013-07-03,0.24296999684377818,False,-0.0023755208494860578,1.0159496416114218,0.2301776799321269,False,-0.0028487051334250544,0.9611468971677063,0.13893648967113137,False,0.014846928772118212,0.4503134448784605
2014-07-03,-0.0994473930484735,False,-0.05061604813067474,1.016386647562352,-0.0994473930484735,False,-0.05061604813067474,1.016386647562352,-0.05311312560719206,False,-0.052074025007020706,0.4088445069092303
2015-01-03,-0.051232872611868596,False,-0.08097237398182153,0.10107530070054213,-0.07574806453310767,False,-0.10497612203234506,-0.0589364940485019,-0.07574806453310767,False,-0.10497612203234506,-0.0589364940485019
2016-07-03,-0.05780861879051291,False,-0.11233408554573562,0.14439696772131094,-0.09375187414257335,False,-0.146660006078591,0.13352037142967452,-0.09375187414257335,False,-0.146660006078591,0.13352037142967452
2017-01-03,0.33354854847352566,False,0.013548364753714803,1.242665924973077,0.2518407238588434,False,0.027446426572559697,0.840221387866217,0.2518407238588434,False,0.027446426572559697,0.840221387866217
2017-07-03,0.02476523247964524,False,-0.02785296944885053,1.2209748290529512,0.023107571650518022,False,-0.02089704842398956,0.6537444911369926,0.03089713411414774,False,-0.012838940252152774,0.6049257104995804
2018-01-03,-0.1662268813233866,True,0.034951779826125316,1.191813026603415,-0.009850826585726224,False,-0.03814221028372433,0.004480115057952202,-0.1612104962155343,True,0.019001957484344415,1.1005160272561951
2018-07-03,0.020348547721900312,False,-0.013239400503042694,1.0460407012491013,0.03294120653455268,False,-0.0015410114348665205,0.894781095196506,0.07633329998662752,False,0.04069167164691662,0.6074144252496202
2019-01-03,0.13649796075934262,False,0.08696202857925596,0.07510736164638414,0.09046118452946117,False,0.09838996465284655,-0.21344339410369897,0.09046118452946117,False,0.09838996465284655,-0.21344339410369897
2019-07-03,0.08356486086646098,False,0.06422736127409814,0.18484450979221284,0.24397514906125561,False,0.20536292931142244,0.07747492709989155,0.24397514906125561,False,0.20536292931142244,0.07747492709989155
2020-01-03,-0.02075809321283484,False,-0.09173193519231336,1.203526944471823,-0.015695362257575507,False,-0.08818613125628777,1.1369765541385781,0.08059341118189711,False,0.004675810238006761,1.0903076315308056
2020-07-03,0.08689379921815243,False,-0.005285244953222735,0.26088398269535107,-0.004171328541968888,False,-0.0901081332433941,0.2909065350943125,-0.004171328541968888,False,-0.0901081332433941,0.2909065350943125
2021-01-03,-0.039368790156561584,False,-0.12969229263006776,0.7551706581985753,-0.07310322623561527,False,-0.12470827684923565,0.31334499479936123,-0.07310322623561527,False,-0.12470827684923565,0.31334499479936123
2021-07-03,-0.20276423761683426,True,-0.029568263511791044,1.0256490941121432,-0.19937175623648218,True,-0.052407813678954446,0.9126506722690696,-0.20956387106870367,True,-0.05090896092461541,0.9791315148406496
2023-07-03,0.06947832254786546,False,-0.05868351954336205,1.0304435830930643,0.06936693203335609,False,-0.058299238222639875,1.0246915031593085,0.08175958183406173,False,-0.04492822004360015,1.0046503696973264
2024-01-03,-0.05444735281709234,False,-0.10971999947791103,1.0612477273152106,-0.04666107810352327,False,-0.09666967001878497,0.7672047326122807,-0.0060526558954761,False,-0.059299583774663996,0.9965706087566379
2024-07-03,0.24628179821633744,False,0.0890503725650494,0.8500589034048287,0.4087688286355877,False,0.2854250864366726,0.3407136408006788,0.408963745624884,False,0.2855899925329641,0.3406323279258516
2025-01-03,0.39880293908751363,False,0.09723909530258477,0.8236247644282837,0.21122068885241907,False,0.11280555487711288,0.20152326042151808,0.28867815366507665,False,0.1288289129789581,0.37680047957652635
